PID,Sale_Price
910251050,56817.66232492385
907202220,125699.11588940643
534430090,129021.9642868517
535126100,127878.74690025448
528445070,237949.3240348765
908103350,134575.63093453483
533127080,313073.4891085295
531385060,194038.4195892638
533213030,255446.8571966098
528118010,326069.8258872648
534276180,125989.42651339664
904351200,115352.56642577646
527182190,226332.62448833903
902301130,115247.69017280597
902456015,62098.24800220546
907130060,176144.45384166198
534201250,166280.80717753374
535327230,117232.73738305742
534400290,176734.41463930852
905100020,130931.82858474321
907254050,201985.06736900832
907202160,149658.8304634136
911103060,102832.84795242728
909101190,136931.29825732287
905377050,92214.06949983288
905103180,132254.82957596745
533215020,279122.66203641094
923202137,111896.454546194
916176125,258650.8875304775
528480020,217683.08891484476
907227090,122882.51928253272
528482030,252552.78900863556
527451400,89816.21080550352
905103060,169273.18680287036
527405130,110535.01639455801
906203120,273316.15730429365
528321010,333289.865655811
908152280,157573.49016568478
528344020,315737.1846224552
531450030,190898.02487850326
906378170,228931.02197826863
527402090,127121.38016791297
923275010,159165.69880913678
535451250,144994.4738745036
907202050,155510.63578302393
902326060,149258.33922730264
528228455,173912.41579756924
903204030,121412.36160874371
902207140,108250.80203186338
907253130,359757.9974817514
923225440,88948.63509163151
528431080,209031.91242742218
528480130,208512.98608302258
903234220,134568.26712395818
527107030,175457.68470610652
902108060,104968.02860032185
907200130,122700.32556612094
534427140,153916.60069439598
528441090,423773.0166882127
528290030,164954.98516276275
535180100,138518.81199663514
534402140,154139.41836276374
902207110,76642.5592663708
526355170,270219.95326963277
908276140,107216.66089845958
906380200,190817.83853186015
906380220,218683.76213205696
527302175,183648.93414485143
907262020,190466.43039357508
902405120,113701.86875826078
535126180,184159.07114002656
528346050,303447.6646373494
923426010,129863.5172832826
528180120,336146.410364661
535150240,109763.9608939379
535152130,128303.47737572143
535457020,160206.20444107318
528275070,236390.08557557533
907420110,168465.36402101183
907202140,139099.65986083282
909275250,144321.38171231197
903427120,140169.15784616186
535350030,148498.19757819735
907201160,147523.42699115918
909276160,274544.02547245077
533221110,173738.061620624
528120010,295471.7137300957
909455040,174491.17509725926
528106060,310782.00350714294
923202005,187155.93071984657
534252240,165204.40453766065
534276190,108077.69375402117
526302110,114819.84634096612
535376100,103291.01449897165
905477050,131991.5898904623
528181060,225112.36392426997
533253030,197211.50493213246
914476050,137400.5780429548
535105100,181783.70146206976
528186120,311086.2752304976
923276250,145799.99098292345
911104060,67988.79305890306
533254100,182964.91649568154
535403030,126533.39997931366
527405180,120573.67658484851
905427140,189071.10088422682
904100030,125316.82318368678
532353130,130098.47802681767
528118030,402048.82414718386
533213010,232329.1351395891
916475100,312397.24128073885
534401190,142718.00562298085
924151040,287127.185148738
535154080,151477.17608328187
527107040,170578.04613353862
528235090,211633.8139341633
902136110,98545.48011434247
527354100,204605.10360699848
528429130,279322.0378309176
527364030,235005.8036092428
907253110,231055.07700220685
528174020,198687.08361571273
531363020,138701.35805258952
907200290,151160.0535999823
907414030,192121.22408953626
905300010,135575.57690112852
535455080,115886.68028672902
533251130,206580.78511631076
909250220,143381.54512020294
528228430,194826.5908690103
528490070,204337.5106716145
532351150,124188.14973722106
527301280,151099.71388285825
907203090,117256.84605281324
535457010,139710.363989568
528166150,327123.363558341
905226050,154477.45487070337
534175140,147430.76201174912
528221100,175442.8080895516
909176140,150580.46896197076
527164120,200131.937535188
531375110,165402.90567138273
