Store,Dept,Date,Weekly_Pred,Wk
1.0,1.0,2012-01-06,14235.053476269262,1
1.0,1.0,2012-01-13,16225.897043124678,2
1.0,1.0,2012-01-20,16546.424669265652,3
1.0,1.0,2012-01-27,17360.569789905006,4
1.0,1.0,2012-02-03,22176.048015150147,5
1.0,1.0,2012-02-10,41041.528720438386,6
1.0,1.0,2012-02-17,41629.684082789485,7
1.0,1.0,2012-02-24,17363.0515230807,8
1.0,2.0,2012-01-06,42536.2452101681,1
1.0,2.0,2012-01-13,41205.104129497224,2
1.0,2.0,2012-01-20,42751.26300915217,3
1.0,2.0,2012-01-27,41500.79387643878,4
1.0,2.0,2012-02-03,48937.85507775427,5
1.0,2.0,2012-02-10,47023.52525801948,6
1.0,2.0,2012-02-17,48591.95937585007,7
1.0,2.0,2012-02-24,47780.579835756595,8
1.0,3.0,2012-01-06,15380.928923632742,1
1.0,3.0,2012-01-13,12551.839415311839,2
1.0,3.0,2012-01-20,12876.353265220208,3
1.0,3.0,2012-01-27,11624.611659096812,4
1.0,3.0,2012-02-03,11443.792475238817,5
1.0,3.0,2012-02-10,11198.381658629889,6
1.0,3.0,2012-02-17,10545.471009667639,7
1.0,3.0,2012-02-24,10664.945881547315,8
1.0,4.0,2012-01-06,37681.51941867704,1
1.0,4.0,2012-01-13,35474.775802766744,2
1.0,4.0,2012-01-20,35036.85119300762,3
1.0,4.0,2012-01-27,32868.12352660492,4
1.0,4.0,2012-02-03,38381.10184425903,5
1.0,4.0,2012-02-10,35460.17720429979,6
1.0,4.0,2012-02-17,35614.28086935387,7
1.0,4.0,2012-02-24,34606.76330729127,8
1.0,5.0,2012-01-06,22503.771417719374,1
1.0,5.0,2012-01-13,19469.06823939976,2
1.0,5.0,2012-01-20,18718.87219556008,3
1.0,5.0,2012-01-27,24261.807228248163,4
1.0,5.0,2012-02-03,31560.631721848218,5
1.0,5.0,2012-02-10,31810.76211731142,6
1.0,5.0,2012-02-17,30720.03275530163,7
1.0,5.0,2012-02-24,26235.972593682414,8
1.0,6.0,2012-01-06,1181.8235000014947,1
1.0,6.0,2012-01-13,1488.0527465708265,2
1.0,6.0,2012-01-20,1360.5894113061195,3
1.0,6.0,2012-01-27,2020.0304871033122,4
1.0,6.0,2012-02-03,3650.198174199014,5
1.0,6.0,2012-02-10,4214.333551911329,6
1.0,6.0,2012-02-17,4224.3880725581375,7
1.0,6.0,2012-02-24,3763.839753272169,8
1.0,7.0,2012-01-06,14133.414862149975,1
1.0,7.0,2012-01-13,10157.338484317645,2
1.0,7.0,2012-01-20,11449.099854591883,3
1.0,7.0,2012-01-27,12200.90157405345,4
1.0,7.0,2012-02-03,15104.426862956605,5
1.0,7.0,2012-02-10,15001.546710199325,6
1.0,7.0,2012-02-17,17905.55356008245,7
1.0,7.0,2012-02-24,16289.550649771116,8
1.0,8.0,2012-01-06,35126.06663222267,1
1.0,8.0,2012-01-13,34333.81347658554,2
1.0,8.0,2012-01-20,34585.07814636517,3
1.0,8.0,2012-01-27,33983.007687928555,4
1.0,8.0,2012-02-03,39239.56581039109,5
1.0,8.0,2012-02-10,36025.57786416192,6
1.0,8.0,2012-02-17,36173.20547138445,7
1.0,8.0,2012-02-24,35206.15728536044,8
1.0,9.0,2012-01-06,15828.179059639991,1
1.0,9.0,2012-01-13,14063.532484185718,2
1.0,9.0,2012-01-20,13359.30209866988,3
1.0,9.0,2012-01-27,14915.485491657932,4
1.0,9.0,2012-02-03,17205.09184422351,5
1.0,9.0,2012-02-10,16749.152332892478,6
1.0,9.0,2012-02-17,18553.37740946801,7
1.0,9.0,2012-02-24,20564.406036510667,8
1.0,10.0,2012-01-06,25592.014408534837,1
1.0,10.0,2012-01-13,25843.79619650913,2
1.0,10.0,2012-01-20,25883.119264415443,3
1.0,10.0,2012-01-27,27931.256465082035,4
1.0,10.0,2012-02-03,33116.053458619375,5
1.0,10.0,2012-02-10,33797.71068266777,6
1.0,10.0,2012-02-17,35445.44527471762,7
1.0,10.0,2012-02-24,33635.75906430136,8
1.0,11.0,2012-01-06,22420.570677907945,1
1.0,11.0,2012-01-13,35277.28987420122,2
1.0,11.0,2012-01-20,23638.738607654155,3
1.0,11.0,2012-01-27,20759.175861550535,4
1.0,11.0,2012-02-03,24709.011770128545,5
1.0,11.0,2012-02-10,20172.817706033627,6
1.0,11.0,2012-02-17,19974.9709831458,7
1.0,11.0,2012-02-24,20440.158836806466,8
1.0,12.0,2012-01-06,8117.868396658425,1
1.0,12.0,2012-01-13,6797.504434935374,2
1.0,12.0,2012-01-20,6849.145655217555,3
1.0,12.0,2012-01-27,8002.6124402308815,4
1.0,12.0,2012-02-03,8659.998806029533,5
1.0,12.0,2012-02-10,8562.839972483434,6
1.0,12.0,2012-02-17,10761.60271949074,7
1.0,12.0,2012-02-24,10214.946091861206,8
1.0,13.0,2012-01-06,38157.4543130115,1
1.0,13.0,2012-01-13,33884.269856406034,2
1.0,13.0,2012-01-20,35723.04283991212,3
1.0,13.0,2012-01-27,33670.455195915776,4
1.0,13.0,2012-02-03,39177.34719342448,5
1.0,13.0,2012-02-10,35031.366114328506,6
1.0,13.0,2012-02-17,37068.43534658745,7
1.0,13.0,2012-02-24,36946.64593643731,8
1.0,14.0,2012-01-06,15700.257798615708,1
1.0,14.0,2012-01-13,13057.535994276132,2
1.0,14.0,2012-01-20,13201.110504201155,3
1.0,14.0,2012-01-27,13209.737707945103,4
1.0,14.0,2012-02-03,17301.866413006566,5
