Store,Dept,Date,Weekly_Pred,Wk
1.0,1.0,2011-09-02,17516.661274819333,35
1.0,1.0,2011-09-09,18332.627475789446,36
1.0,1.0,2011-09-16,18629.502030302003,37
1.0,1.0,2011-09-23,18149.5323355756,38
1.0,1.0,2011-09-30,19892.455804015673,39
1.0,1.0,2011-10-07,22259.591218132922,40
1.0,1.0,2011-10-14,24324.35215193492,41
1.0,1.0,2011-10-21,26440.439556549467,42
1.0,1.0,2011-10-28,37888.61884818172,43
1.0,2.0,2011-09-02,51106.380237407044,35
1.0,2.0,2011-09-09,45107.59991569176,36
1.0,2.0,2011-09-16,45214.09889024507,37
1.0,2.0,2011-09-23,44738.599815955204,38
1.0,2.0,2011-09-30,46374.17843142797,39
1.0,2.0,2011-10-07,46608.018520484555,40
1.0,2.0,2011-10-14,43384.82337342569,41
1.0,2.0,2011-10-21,43820.03251414274,42
1.0,2.0,2011-10-28,43329.30534055194,43
1.0,3.0,2011-09-02,22594.1640080565,35
1.0,3.0,2011-09-09,11976.913709317325,36
1.0,3.0,2011-09-16,11266.399409500873,37
1.0,3.0,2011-09-23,9862.98842872492,38
1.0,3.0,2011-09-30,9825.396437348323,39
1.0,3.0,2011-10-07,10085.40924435108,40
1.0,3.0,2011-10-14,9614.842275986439,41
1.0,3.0,2011-10-21,9701.082875409853,42
1.0,3.0,2011-10-28,9496.370610002186,43
1.0,4.0,2011-09-02,38944.941193374085,35
1.0,4.0,2011-09-09,35471.145282554535,36
1.0,4.0,2011-09-16,33857.68949561913,37
1.0,4.0,2011-09-23,32704.511401826963,38
1.0,4.0,2011-09-30,33709.19621765716,39
1.0,4.0,2011-10-07,35358.6253169606,40
1.0,4.0,2011-10-14,33811.04159928996,41
1.0,4.0,2011-10-21,33724.81152121208,42
1.0,4.0,2011-10-28,34029.62114446585,43
1.0,5.0,2011-09-02,16279.222498377529,35
1.0,5.0,2011-09-09,16177.690494163404,36
1.0,5.0,2011-09-16,16903.62367024934,37
1.0,5.0,2011-09-23,16414.58467961147,38
1.0,5.0,2011-09-30,21338.970200268413,39
1.0,5.0,2011-10-07,20709.685749534845,40
1.0,5.0,2011-10-14,19142.641029003986,41
1.0,5.0,2011-10-21,19004.225288101683,42
1.0,5.0,2011-10-28,16748.42853366884,43
1.0,6.0,2011-09-02,2594.44658409894,35
1.0,6.0,2011-09-09,2859.0360001311315,36
1.0,6.0,2011-09-16,2972.9309761444715,37
1.0,6.0,2011-09-23,2984.184035388255,38
1.0,6.0,2011-09-30,2913.99407340257,39
1.0,6.0,2011-10-07,2402.629186631148,40
1.0,6.0,2011-10-14,2758.114110398074,41
1.0,6.0,2011-10-21,2759.179528673613,42
1.0,6.0,2011-10-28,2557.5917421667514,43
1.0,7.0,2011-09-02,17006.993647824653,35
1.0,7.0,2011-09-09,17877.18291886538,36
1.0,7.0,2011-09-16,17129.727547415678,37
1.0,7.0,2011-09-23,16070.923848609586,38
1.0,7.0,2011-09-30,15592.534787131153,39
1.0,7.0,2011-10-07,15456.465691391058,40
1.0,7.0,2011-10-14,15477.027966533002,41
1.0,7.0,2011-10-21,16117.596066413127,42
1.0,7.0,2011-10-28,16462.262119915016,43
1.0,8.0,2011-09-02,35137.10933628338,35
1.0,8.0,2011-09-09,32808.04739075297,36
1.0,8.0,2011-09-16,32746.257426248947,37
1.0,8.0,2011-09-23,32368.866059930846,38
1.0,8.0,2011-09-30,35012.28311555195,39
1.0,8.0,2011-10-07,35458.25596596798,40
1.0,8.0,2011-10-14,33568.526697499765,41
1.0,8.0,2011-10-21,33248.37147765749,42
1.0,8.0,2011-10-28,33793.911702543584,43
1.0,9.0,2011-09-02,45099.83587782031,35
1.0,9.0,2011-09-09,39763.18608294944,36
1.0,9.0,2011-09-16,28983.608605690926,37
1.0,9.0,2011-09-23,28554.038647739028,38
1.0,9.0,2011-09-30,38848.709832823995,39
1.0,9.0,2011-10-07,33166.83982715143,40
1.0,9.0,2011-10-14,31428.41106252889,41
1.0,9.0,2011-10-21,27408.543070712287,42
1.0,9.0,2011-10-28,31421.619328165005,43
1.0,10.0,2011-09-02,32272.286822002083,35
1.0,10.0,2011-09-09,31683.486208773968,36
1.0,10.0,2011-09-16,30585.749127995274,37
1.0,10.0,2011-09-23,29388.496297786878,38
1.0,10.0,2011-09-30,29975.539633783796,39
1.0,10.0,2011-10-07,30188.282534332182,40
1.0,10.0,2011-10-14,27613.78476773196,41
1.0,10.0,2011-10-21,29311.305440710326,42
1.0,10.0,2011-10-28,26657.040517770853,43
1.0,11.0,2011-09-02,20595.91495373763,35
1.0,11.0,2011-09-09,19411.48153675638,36
1.0,11.0,2011-09-16,19472.724907130578,37
1.0,11.0,2011-09-23,18355.04485751839,38
1.0,11.0,2011-09-30,19942.359868789667,39
1.0,11.0,2011-10-07,20562.167384736815,40
1.0,11.0,2011-10-14,18025.96789608534,41
1.0,11.0,2011-10-21,18199.68887058051,42
1.0,11.0,2011-10-28,19020.682656549026,43
1.0,12.0,2011-09-02,11543.60851080804,35
1.0,12.0,2011-09-09,11125.014719220879,36
1.0,12.0,2011-09-16,10627.57177202492,37
