Store,Dept,Date,Weekly_Pred,Wk
1.0,1.0,2012-05-04,18705.859344482422,18
1.0,1.0,2012-05-11,18158.170702457428,19
1.0,1.0,2012-05-18,16193.165529251099,20
1.0,1.0,2012-05-25,16168.449073791504,21
1.0,1.0,2012-06-01,17198.333837509155,22
1.0,1.0,2012-06-08,17109.110026359558,23
1.0,1.0,2012-06-15,16759.517886161804,24
1.0,1.0,2012-06-22,16577.689380168915,25
1.0,1.0,2012-06-29,16849.567172050476,26
1.0,2.0,2012-05-04,49314.08398246765,18
1.0,2.0,2012-05-11,45840.06101703644,19
1.0,2.0,2012-05-18,47228.42000055313,20
1.0,2.0,2012-05-25,46959.45998048782,21
1.0,2.0,2012-06-01,48419.25387239456,22
1.0,2.0,2012-06-08,48628.98356962204,23
1.0,2.0,2012-06-15,48448.42805147171,24
1.0,2.0,2012-06-22,46307.4954533577,25
1.0,2.0,2012-06-29,48214.94963026047,26
1.0,3.0,2012-05-04,9968.473583340645,18
1.0,3.0,2012-05-11,8982.105040550232,19
1.0,3.0,2012-05-18,9179.905563116074,20
1.0,3.0,2012-05-25,8929.205618739128,21
1.0,3.0,2012-06-01,8959.393899202347,22
1.0,3.0,2012-06-08,8764.104171872139,23
1.0,3.0,2012-06-15,8733.58302628994,24
1.0,3.0,2012-06-22,8296.538276553154,25
1.0,3.0,2012-06-29,8392.419598579407,26
1.0,4.0,2012-05-04,39055.973443984985,18
1.0,4.0,2012-05-11,35060.504509449005,19
1.0,4.0,2012-05-18,36874.320125579834,20
1.0,4.0,2012-05-25,37542.565938949585,21
1.0,4.0,2012-06-01,40744.44326019287,22
1.0,4.0,2012-06-08,37410.76398849487,23
1.0,4.0,2012-06-15,36828.508536338806,24
1.0,4.0,2012-06-22,35740.15685749054,25
1.0,4.0,2012-06-29,40287.152646541595,26
1.0,5.0,2012-05-04,19495.989840626717,18
1.0,5.0,2012-05-11,18397.42655915022,19
1.0,5.0,2012-05-18,17320.104433596134,20
1.0,5.0,2012-05-25,17792.136976003647,21
1.0,5.0,2012-06-01,21552.17168712616,22
1.0,5.0,2012-06-08,20710.816909611225,23
1.0,5.0,2012-06-15,21644.53127068281,24
1.0,5.0,2012-06-22,19973.04038411379,25
1.0,5.0,2012-06-29,20342.84077823162,26
1.0,6.0,2012-05-04,5244.481637716293,18
1.0,6.0,2012-05-11,5307.2430247068405,19
1.0,6.0,2012-05-18,4430.556015729904,20
1.0,6.0,2012-05-25,4779.304535627365,21
1.0,6.0,2012-06-01,3746.6880717277527,22
1.0,6.0,2012-06-08,3507.3720378875732,23
1.0,6.0,2012-06-15,3270.8726991415024,24
1.0,6.0,2012-06-22,3124.5170880556107,25
1.0,6.0,2012-06-29,3659.70832490921,26
1.0,7.0,2012-05-04,16862.59037399292,18
1.0,7.0,2012-05-11,17116.527230262756,19
1.0,7.0,2012-05-18,20108.32998895645,20
1.0,7.0,2012-05-25,27611.19949913025,21
1.0,7.0,2012-06-01,38484.489246845245,22
1.0,7.0,2012-06-08,28749.641222953796,23
1.0,7.0,2012-06-15,27738.88270664215,24
1.0,7.0,2012-06-22,24881.318446159363,25
1.0,7.0,2012-06-29,23436.86067342758,26
1.0,8.0,2012-05-04,38385.423030376434,18
1.0,8.0,2012-05-11,35447.907430648804,19
1.0,8.0,2012-05-18,36527.89223575592,20
1.0,8.0,2012-05-25,36785.093369960785,21
1.0,8.0,2012-06-01,37850.917835235596,22
1.0,8.0,2012-06-08,36401.7386674881,23
1.0,8.0,2012-06-15,35920.971918582916,24
1.0,8.0,2012-06-22,34975.666630744934,25
1.0,8.0,2012-06-29,37666.76295900345,26
1.0,9.0,2012-05-04,28649.844906806946,18
1.0,9.0,2012-05-11,26277.050691604614,19
1.0,9.0,2012-05-18,26939.16420650482,20
1.0,9.0,2012-05-25,30775.082304000854,21
1.0,9.0,2012-06-01,35760.79392910004,22
1.0,9.0,2012-06-08,29911.149905204773,23
1.0,9.0,2012-06-15,29330.726833343506,24
1.0,9.0,2012-06-22,28150.97131252289,25
1.0,9.0,2012-06-29,26469.746213912964,26
1.0,10.0,2012-05-04,33116.72119398415,18
1.0,10.0,2012-05-11,30842.455667093396,19
1.0,10.0,2012-05-18,32216.428264811635,20
1.0,10.0,2012-05-25,33833.5758228153,21
1.0,10.0,2012-06-01,35868.68708054721,22
1.0,10.0,2012-06-08,33953.60964919627,23
1.0,10.0,2012-06-15,34816.02682930231,24
1.0,10.0,2012-06-22,33817.290234565735,25
1.0,10.0,2012-06-29,33789.193594902754,26
1.0,11.0,2012-05-04,27332.917644023895,18
1.0,11.0,2012-05-11,25605.236584424973,19
1.0,11.0,2012-05-18,24545.93627500534,20
1.0,11.0,2012-05-25,29464.767341852188,21
1.0,11.0,2012-06-01,39153.87926244736,22
1.0,11.0,2012-06-08,36952.20690894127,23
1.0,11.0,2012-06-15,36970.34273433685,24
1.0,11.0,2012-06-22,37524.537712574005,25
1.0,11.0,2012-06-29,31591.785959482193,26
1.0,12.0,2012-05-04,12481.073567926884,18
1.0,12.0,2012-05-11,11025.835677176714,19
1.0,12.0,2012-05-18,13496.293797910213,20
1.0,12.0,2012-05-25,12180.983908444643,21
1.0,12.0,2012-06-01,13350.883306860924,22
1.0,12.0,2012-06-08,11876.20710375905,23
1.0,12.0,2012-06-15,11387.386511266232,24
1.0,12.0,2012-06-22,10833.164449304342,25
1.0,12.0,2012-06-29,11126.022510409355,26
1.0,13.0,2012-05-04,40572.46838760376,18
1.0,13.0,2012-05-11,36215.53785419464,19
1.0,13.0,2012-05-18,39006.525963783264,20
1.0,13.0,2012-05-25,37735.53318691254,21
1.0,13.0,2012-06-01,41940.99656200409,22
1.0,13.0,2012-06-08,40227.003712654114,23
1.0,13.0,2012-06-15,39247.26460170746,24
1.0,13.0,2012-06-22,37944.5268945694,25
1.0,13.0,2012-06-29,41081.235820770264,26
1.0,14.0,2012-05-04,15532.525176048279,18
1.0,14.0,2012-05-11,14963.193868398666,19
1.0,14.0,2012-05-18,13645.511645317078,20
1.0,14.0,2012-05-25,13998.743684768677,21
1.0,14.0,2012-06-01,14031.1496925354,22
1.0,14.0,2012-06-08,13789.238509654999,23
1.0,14.0,2012-06-15,14092.80274105072,24
1.0,14.0,2012-06-22,12975.906242132187,25
1.0,14.0,2012-06-29,13888.227575778961,26
1.0,16.0,2012-05-04,47346.24252796173,18
1.0,16.0,2012-05-11,42751.47644042969,19
1.0,16.0,2012-05-18,38620.84086418152,20
1.0,16.0,2012-05-25,45798.4304857254,21
1.0,16.0,2012-06-01,49809.31363582611,22
1.0,16.0,2012-06-08,35942.344608306885,23
1.0,16.0,2012-06-15,38185.192048072815,24
1.0,16.0,2012-06-22,34143.42589187622,25
1.0,16.0,2012-06-29,32941.25477218628,26
1.0,17.0,2012-05-04,8848.379787325859,18
1.0,17.0,2012-05-11,8127.05853497982,19
1.0,17.0,2012-05-18,7114.714664816856,20
1.0,17.0,2012-05-25,7099.468083977699,21
1.0,17.0,2012-06-01,7571.716104388237,22
1.0,17.0,2012-06-08,7531.175010204315,23
1.0,17.0,2012-06-15,7837.414817214012,24
1.0,17.0,2012-06-22,7122.504706025124,25
1.0,17.0,2012-06-29,7686.238842129707,26
1.0,18.0,2012-05-04,369.23028326034546,18
1.0,18.0,2012-05-11,41.143349170684814,19
1.0,18.0,2012-05-25,-8.507218837738037,21
1.0,18.0,2012-06-01,-5.605502128601074,22
1.0,18.0,2012-06-08,-5.385627746582031,23
1.0,19.0,2012-05-04,777.3191419839859,18
1.0,19.0,2012-05-11,647.445414185524,19
1.0,19.0,2012-05-18,653.5975575149059,20
1.0,19.0,2012-05-25,478.3805958330631,21
1.0,19.0,2012-06-01,491.2509533762932,22
1.0,19.0,2012-06-08,555.1726206839085,23
1.0,19.0,2012-06-15,484.33449724316597,24
1.0,19.0,2012-06-22,443.73672410845757,25
1.0,19.0,2012-06-29,568.4211600422859,26
1.0,20.0,2012-05-04,4634.468842506409,18
1.0,20.0,2012-05-11,4457.691250801086,19
1.0,20.0,2012-05-18,5230.320197343826,20
1.0,20.0,2012-05-25,5365.388173341751,21
1.0,20.0,2012-06-01,6578.424348592758,22
1.0,20.0,2012-06-08,5819.614897966385,23
1.0,20.0,2012-06-15,5359.435525178909,24
1.0,20.0,2012-06-22,5058.092306137085,25
1.0,20.0,2012-06-29,6122.371364355087,26
1.0,21.0,2012-05-04,8379.151892900467,18
1.0,21.0,2012-05-11,7619.080983161926,19
1.0,21.0,2012-05-18,7308.755219221115,20
1.0,21.0,2012-05-25,7523.59197974205,21
1.0,21.0,2012-06-01,7955.757330656052,22
1.0,21.0,2012-06-08,7855.697318792343,23
1.0,21.0,2012-06-15,7779.607922792435,24
1.0,21.0,2012-06-22,7963.775221347809,25
1.0,21.0,2012-06-29,8051.304713726044,26
1.0,22.0,2012-05-04,7132.908811092377,18
1.0,22.0,2012-05-11,6559.478732347488,19
1.0,22.0,2012-05-18,6627.184594869614,20
1.0,22.0,2012-05-25,6415.086934328079,21
1.0,22.0,2012-06-01,6612.549905538559,22
1.0,22.0,2012-06-08,6039.3508331775665,23
1.0,22.0,2012-06-15,6520.050010204315,24
1.0,22.0,2012-06-22,6323.779803752899,25
1.0,22.0,2012-06-29,7219.921544790268,26
1.0,23.0,2012-05-04,19919.945460796356,18
1.0,23.0,2012-05-11,20695.621819019318,19
1.0,23.0,2012-05-18,20519.515419483185,20
1.0,23.0,2012-05-25,22308.372886180878,21
1.0,23.0,2012-06-01,25487.384237766266,22
1.0,23.0,2012-06-08,24182.759803771973,23
1.0,23.0,2012-06-15,26516.497740745544,24
1.0,23.0,2012-06-22,27220.781165122986,25
1.0,23.0,2012-06-29,22033.21855211258,26
1.0,24.0,2012-05-04,4131.209161758423,18
