Store,Dept,Date,Weekly_Pred,Wk
1.0,1.0,2012-09-07,19235.160922527313,36
1.0,1.0,2012-09-14,19935.618508815765,37
1.0,1.0,2012-09-21,19428.44367790222,38
1.0,1.0,2012-09-28,20413.74244260788,39
1.0,1.0,2012-10-05,23429.236816883087,40
1.0,1.0,2012-10-12,24877.46205186844,41
1.0,1.0,2012-10-19,26256.0923538208,42
1.0,1.0,2012-10-26,35229.16499996185,43
1.0,2.0,2012-09-07,45437.57170343399,36
1.0,2.0,2012-09-14,45975.37709271908,37
1.0,2.0,2012-09-21,44999.26497077942,38
1.0,2.0,2012-09-28,46489.98479402065,39
1.0,2.0,2012-10-05,48043.20882773399,40
1.0,2.0,2012-10-12,44265.7114136219,41
1.0,2.0,2012-10-19,44903.006576657295,42
1.0,2.0,2012-10-26,44185.151925206184,43
1.0,3.0,2012-09-07,11653.406342029572,36
1.0,3.0,2012-09-14,11167.516623854637,37
1.0,3.0,2012-09-21,9917.47840476036,38
1.0,3.0,2012-09-28,9605.092045783997,39
1.0,3.0,2012-10-05,10211.955656170845,40
1.0,3.0,2012-10-12,9625.524409413338,41
1.0,3.0,2012-10-19,9546.590945959091,42
1.0,3.0,2012-10-26,9203.460408687592,43
1.0,4.0,2012-09-07,37566.861716747284,36
1.0,4.0,2012-09-14,36228.48799324036,37
1.0,4.0,2012-09-21,35297.16672897339,38
1.0,4.0,2012-09-28,36136.65114021301,39
1.0,4.0,2012-10-05,39108.81460905075,40
1.0,4.0,2012-10-12,36535.00289392471,41
1.0,4.0,2012-10-19,36337.13967323303,42
1.0,4.0,2012-10-26,36505.177793979645,43
1.0,5.0,2012-09-07,17936.61241364479,36
1.0,5.0,2012-09-14,19561.222782611847,37
1.0,5.0,2012-09-21,19891.032097816467,38
1.0,5.0,2012-09-28,21622.57301902771,39
1.0,5.0,2012-10-05,25760.081025123596,40
1.0,5.0,2012-10-12,23169.152546167374,41
1.0,5.0,2012-10-19,25995.38428759575,42
1.0,5.0,2012-10-26,22809.401340007782,43
1.0,6.0,2012-09-07,3262.141963005066,36
1.0,6.0,2012-09-14,3072.5052995681763,37
1.0,6.0,2012-09-21,3521.657514810562,38
1.0,6.0,2012-09-28,2987.3814141750336,39
1.0,6.0,2012-10-05,3076.9565954208374,40
1.0,6.0,2012-10-12,3289.8896355628967,41
1.0,6.0,2012-10-19,3812.3957715034485,42
1.0,6.0,2012-10-26,3748.2952847480774,43
1.0,7.0,2012-09-07,16538.772491455078,36
1.0,7.0,2012-09-14,14785.8942527771,37
1.0,7.0,2012-09-21,14679.174954414368,38
1.0,7.0,2012-09-28,14095.04335975647,39
1.0,7.0,2012-10-05,14001.212669372559,40
1.0,7.0,2012-10-12,14863.325798034668,41
1.0,7.0,2012-10-19,19380.85569190979,42
1.0,7.0,2012-10-26,18596.133135795593,43
1.0,8.0,2012-09-07,35862.52009677887,36
1.0,8.0,2012-09-14,35949.85119628906,37
1.0,8.0,2012-09-21,35165.54770374298,38
1.0,8.0,2012-09-28,37750.65051937103,39
1.0,8.0,2012-10-05,38356.961154937744,40
1.0,8.0,2012-10-12,36230.540358543396,41
1.0,8.0,2012-10-19,36207.76266384125,42
1.0,8.0,2012-10-26,36358.77226352692,43
1.0,9.0,2012-09-07,42718.420760154724,36
1.0,9.0,2012-09-14,32902.11250495911,37
1.0,9.0,2012-09-21,33521.8217754364,38
1.0,9.0,2012-09-28,42872.37575531006,39
1.0,9.0,2012-10-05,37592.7240114212,40
1.0,9.0,2012-10-12,35226.510471343994,41
1.0,9.0,2012-10-19,30675.810836791992,42
1.0,9.0,2012-10-26,36306.46922779083,43
1.0,10.0,2012-09-07,33596.86473464966,36
1.0,10.0,2012-09-14,31605.39260351658,37
1.0,10.0,2012-09-21,29812.00919866562,38
1.0,10.0,2012-09-28,31594.58681845665,39
1.0,10.0,2012-10-05,33401.224771142006,40
1.0,10.0,2012-10-12,32321.729522705078,41
1.0,10.0,2012-10-19,31445.946836590767,42
1.0,10.0,2012-10-26,28698.599353790283,43
1.0,11.0,2012-09-07,19198.302525997162,36
1.0,11.0,2012-09-14,18959.414524555206,37
1.0,11.0,2012-09-21,17819.615367889404,38
1.0,11.0,2012-09-28,18860.947922229767,39
1.0,11.0,2012-10-05,21020.238666534424,40
1.0,11.0,2012-10-12,18028.289359807968,41
1.0,11.0,2012-10-19,19687.023656368256,42
1.0,11.0,2012-10-26,19809.13116312027,43
1.0,12.0,2012-09-07,10839.896939635277,36
1.0,12.0,2012-09-14,10127.519282698631,37
1.0,12.0,2012-09-21,9337.900618672371,38
1.0,12.0,2012-09-28,8724.296768426895,39
1.0,12.0,2012-10-05,11537.981295466423,40
1.0,12.0,2012-10-12,11705.163932085037,41
1.0,12.0,2012-10-19,11470.62522995472,42
1.0,12.0,2012-10-26,9689.938151597977,43
1.0,13.0,2012-09-07,41229.911997795105,36
1.0,13.0,2012-09-14,40273.24560832977,37
1.0,13.0,2012-09-21,39405.66406726837,38
1.0,13.0,2012-09-28,40788.4060049057,39
1.0,13.0,2012-10-05,43313.80536746979,40
1.0,13.0,2012-10-12,39907.82146835327,41
1.0,13.0,2012-10-19,39354.70382785797,42
1.0,13.0,2012-10-26,39492.33401489258,43
1.0,14.0,2012-09-07,13439.73038816452,36
1.0,14.0,2012-09-14,13039.118144750595,37
1.0,14.0,2012-09-21,13282.115490198135,38
1.0,14.0,2012-09-28,13687.876432657242,39
1.0,14.0,2012-10-05,14338.765775680542,40
1.0,14.0,2012-10-12,13869.119358062744,41
1.0,14.0,2012-10-19,13179.820277929306,42
1.0,14.0,2012-10-26,13778.713172197342,43
1.0,16.0,2012-09-07,19972.295766830444,36
1.0,16.0,2012-09-14,15972.7417678833,37
1.0,16.0,2012-09-21,14990.001598358154,38
1.0,16.0,2012-09-28,14302.864004135132,39
1.0,16.0,2012-10-05,14482.51814365387,40
1.0,16.0,2012-10-12,11770.56114578247,41
1.0,16.0,2012-10-19,10529.705916404724,42
1.0,16.0,2012-10-26,9222.109072685242,43
1.0,17.0,2012-09-07,8543.11350941658,36
1.0,17.0,2012-09-14,8045.316239595413,37
1.0,17.0,2012-09-21,7924.809284925461,38
1.0,17.0,2012-09-28,7564.981905937195,39
1.0,17.0,2012-10-05,8030.082648992538,40
1.0,17.0,2012-10-12,7305.969591617584,41
1.0,17.0,2012-10-19,7168.543556690216,42
1.0,17.0,2012-10-26,7275.7626621723175,43
1.0,18.0,2012-09-07,221.33132028579712,36
1.0,18.0,2012-09-14,1272.1425862312317,37
1.0,18.0,2012-09-21,2116.862853527069,38
1.0,18.0,2012-09-28,3363.0216269493103,39
1.0,18.0,2012-10-05,4964.180294513702,40
