Store,Dept,Date,Weekly_Pred,Wk
1.0,1.0,2011-05-06,18096.950113279097,18
1.0,1.0,2011-05-13,18299.033501437683,19
1.0,1.0,2011-05-20,16000.4570151618,20
1.0,1.0,2011-05-27,16022.598229185844,21
1.0,1.0,2011-06-03,17067.56633481959,22
1.0,1.0,2011-06-10,17192.504816746157,23
1.0,1.0,2011-06-17,16677.843599294945,24
1.0,1.0,2011-06-24,16591.90962718153,25
1.0,2.0,2011-05-06,48287.89555776027,18
1.0,2.0,2011-05-13,44888.37502940279,19
1.0,2.0,2011-05-20,46232.21483190591,20
1.0,2.0,2011-05-27,46830.88951107907,21
1.0,2.0,2011-06-03,48219.72716853908,22
1.0,2.0,2011-06-10,47297.3229011912,23
1.0,2.0,2011-06-17,47700.89545197413,24
1.0,2.0,2011-06-24,46012.33782162192,25
1.0,3.0,2011-05-06,9712.591354768,18
1.0,3.0,2011-05-13,8232.585332035585,19
1.0,3.0,2011-05-20,8489.153271093968,20
1.0,3.0,2011-05-27,8471.791141941303,21
1.0,3.0,2011-06-03,8186.961629305098,22
1.0,3.0,2011-06-10,7777.0442545430315,23
1.0,3.0,2011-06-17,8042.2797081862855,24
1.0,3.0,2011-06-24,7428.746384806062,25
1.0,4.0,2011-05-06,36899.444549200205,18
1.0,4.0,2011-05-13,32871.25300225402,19
1.0,4.0,2011-05-20,35277.29603972492,20
1.0,4.0,2011-05-27,35902.52618380004,21
1.0,4.0,2011-06-03,39049.096697565015,22
1.0,4.0,2011-06-10,35136.35333592045,23
1.0,4.0,2011-06-17,34871.01378993384,24
1.0,4.0,2011-06-24,33734.65862233363,25
1.0,5.0,2011-05-06,20053.217759279403,18
1.0,5.0,2011-05-13,17818.215066737306,19
1.0,5.0,2011-05-20,15361.570124671023,20
1.0,5.0,2011-05-27,16675.040288229866,21
1.0,5.0,2011-06-03,23286.23746367327,22
1.0,5.0,2011-06-10,19910.969430672223,23
1.0,5.0,2011-06-17,20566.55959947534,24
1.0,5.0,2011-06-24,18344.570256796942,25
1.0,6.0,2011-05-06,5901.576948817345,18
1.0,6.0,2011-05-13,5529.8791075786485,19
1.0,6.0,2011-05-20,4313.029919440383,20
1.0,6.0,2011-05-27,4775.039204644496,21
1.0,6.0,2011-06-03,4050.685100031076,22
1.0,6.0,2011-06-10,3881.320301927617,23
1.0,6.0,2011-06-17,3600.5658856271675,24
1.0,6.0,2011-06-24,4043.5802771798244,25
1.0,7.0,2011-05-06,20686.65978633546,18
1.0,7.0,2011-05-13,18730.38864517355,19
1.0,7.0,2011-05-20,25142.822946101227,20
1.0,7.0,2011-05-27,33393.72771151902,21
1.0,7.0,2011-06-03,42308.33053312256,22
1.0,7.0,2011-06-10,29317.956366647883,23
1.0,7.0,2011-06-17,28914.94255486332,24
1.0,7.0,2011-06-24,27922.189432768417,25
1.0,8.0,2011-05-06,35382.6138519261,18
1.0,8.0,2011-05-13,32507.9282039118,19
1.0,8.0,2011-05-20,33259.00401058681,20
1.0,8.0,2011-05-27,33485.27318139961,21
1.0,8.0,2011-06-03,35273.83594428869,22
1.0,8.0,2011-06-10,32856.1520993093,23
1.0,8.0,2011-06-17,32955.11232065344,24
1.0,8.0,2011-06-24,31594.81902420409,25
1.0,9.0,2011-05-06,28482.76337355155,18
1.0,9.0,2011-05-13,24462.9349422881,19
1.0,9.0,2011-05-20,25962.11053560442,20
1.0,9.0,2011-05-27,28668.851044020157,21
1.0,9.0,2011-06-03,35447.331739937545,22
1.0,9.0,2011-06-10,27114.87544863602,23
1.0,9.0,2011-06-17,26526.585145949277,24
1.0,9.0,2011-06-24,25259.75618259691,25
1.0,10.0,2011-05-06,32591.67257663253,18
1.0,10.0,2011-05-13,29419.79862072523,19
1.0,10.0,2011-05-20,30889.665827111985,20
1.0,10.0,2011-05-27,33336.93625700957,21
1.0,10.0,2011-06-03,34590.82094136457,22
1.0,10.0,2011-06-10,32369.728999740622,23
1.0,10.0,2011-06-17,32063.1669860633,24
1.0,10.0,2011-06-24,33322.98471648496,25
1.0,11.0,2011-05-06,32006.214581037733,18
1.0,11.0,2011-05-13,25992.75005957936,19
1.0,11.0,2011-05-20,29058.604561081018,20
1.0,11.0,2011-05-27,30327.939565026994,21
1.0,11.0,2011-06-03,38886.7363065219,22
1.0,11.0,2011-06-10,33145.14550315482,23
1.0,11.0,2011-06-17,35883.00767970071,24
1.0,11.0,2011-06-24,40187.97768621319,25
1.0,12.0,2011-05-06,13865.014208690658,18
1.0,12.0,2011-05-13,10291.113629364105,19
1.0,12.0,2011-05-20,13223.366341056697,20
1.0,12.0,2011-05-27,13095.175872524664,21
1.0,12.0,2011-06-03,13980.11829249088,22
1.0,12.0,2011-06-10,12000.577758582005,23
1.0,12.0,2011-06-17,12712.822359191649,24
1.0,12.0,2011-06-24,11348.182891157385,25
1.0,13.0,2011-05-06,38933.87175289252,18
1.0,13.0,2011-05-13,35094.009348240696,19
1.0,13.0,2011-05-20,37861.32161188977,20
1.0,13.0,2011-05-27,38379.44243207587,21
1.0,13.0,2011-06-03,42056.54967509561,22
1.0,13.0,2011-06-10,39667.421511747656,23
1.0,13.0,2011-06-17,38695.72478260532,24
