PID,Sale_Price
908276150,94715.40611712291
903451090,147786.61848278332
527110080,161036.90897082508
535457010,133953.14018281127
903484020,116731.09164593695
905479110,128000.58649538383
527452310,125734.64952604753
528228445,194538.38324779907
923225370,96419.26418973698
528344040,331069.07312913495
532377050,136477.27821412386
535176050,153768.3931161298
906340100,320285.63013930956
533212050,155683.6321405229
909428180,196044.85790434922
535379110,104309.61075851259
534250400,213082.22432185005
527450520,122462.68453875062
527452150,141107.09659403274
903225040,112945.22672186726
911370410,271285.7958591909
905226080,136643.70207026403
914467050,208893.65191462534
908152260,134816.7346373977
534451170,72066.93653316287
923228310,95291.29485092383
910201180,130373.49661950793
534476100,135817.53212481682
923225080,125411.11966731411
906223210,239491.1967003945
905480150,105402.6756452236
903452090,104310.14422919815
527208010,308821.011588701
906426090,182380.24938586296
903231090,135352.9440181453
535152280,139938.1337875755
528458180,220373.84880717896
532354060,124874.3178627404
909279040,105633.40008715003
527353060,258150.49275720233
916176030,159352.3937906612
533110130,284346.2654728904
911370450,267669.75234216085
528118110,310048.43819136254
528228270,189457.8867647432
905480240,110936.6180830816
914460020,172198.24888020538
534428060,129834.73086617494
534252240,161145.19773998988
908102050,100093.77558280803
914475030,172337.16274143083
533221040,168729.30451666453
535451170,97179.5964102654
905451340,118707.33593729137
528118040,388129.2223211468
903200080,156784.38685557572
527162110,183694.68489662066
535381040,139998.57961789286
528174020,204070.13676963482
534400290,151675.4344673307
903206070,127535.5807854986
533252130,181906.88100859476
906382030,230472.0024826171
535327200,120815.77914042988
535455080,117633.16897356063
527354160,196427.55622882707
902207120,95581.64581285759
909282060,165557.73486724077
902109140,135504.70822139748
902206270,112505.97227001606
533250050,223956.44028296447
909452050,206742.059672931
527212060,339403.41093638376
906394060,192399.21365020802
534401120,163822.11629664843
528435010,208486.3066895088
528315080,290735.6442994615
909275030,175311.3089345818
528102010,374768.78134751256
907200290,153538.21552725462
902300260,133164.1378286574
528150110,373022.4244368214
535450100,133088.84782501444
907285010,236145.73447299478
533253210,212873.70678566006
527301280,154415.63909568771
905478140,133360.42070630344
902204080,85746.76001738549
907201280,136153.8591160239
905476170,80945.39737497135
923228210,90700.25925222962
534226120,125155.02146350827
527301170,220330.36472500407
535453040,127393.87402981041
535150300,324658.08285615116
528363020,294702.56077590224
907265100,218842.79261588838
910200060,129055.75189778522
532376160,124765.68135419616
908204180,92162.69130863193
909282130,133425.99763690238
528326110,302085.108043739
534176230,165128.65248484962
527302210,249413.69535448993
526355170,288313.869500358
535305180,122158.72657465115
905452150,148400.0421657401
902201090,108675.53684562765
527452190,141691.45699629135
908275280,124476.4576049961
527402210,133416.40589451915
921126010,274221.16657982103
905109130,277201.22165421705
535425070,178247.49255198316
905200290,158499.26042363053
533253060,173446.5264605276
535179050,136893.65205332462
903476100,90564.98936177378
533135020,238532.47995135808
527403120,103541.65670913243
528429080,250996.48724895236
528354100,263838.40638119617
902427150,100692.14142165928
527226040,189904.50707297417
924100060,171256.50924344477
531452180,204729.5603790497
907252050,215696.1090445837
903236200,102732.9292494881
910201130,110160.23297216404
909100080,114679.71505478994
535402010,211466.35245836622
528186100,327084.08092300524
905225020,180623.7614902317
905201110,151568.48063071386
527158090,168432.11348785262
528175010,222247.57242430546
902401010,115090.68428281376
534251320,160300.11811937904
902109120,117185.3141707117
528290170,180754.63596808058
534252060,158343.6380396035
905475510,125425.43467636664
527425060,117428.67495465027
534201130,132248.79523314093
526302110,131833.90604652886
903430050,94286.63447665435
902110130,110491.75723965175
534401110,146464.44934684064
528231020,173391.21733712117
531479020,110900.5596872606
905403060,124781.40505463642
916326010,249679.61732635522
527365030,253080.13263133838
528228295,227648.30984767815
527455250,126699.33513619372
916403040,196371.68492434456
527252090,307205.12962695886
908225240,105466.70850896994
528228285,171256.3717972495
908178050,216383.21058540524
916326040,168927.89279357137
916380060,266250.7855565121
903204010,144952.98903377846
528144020,216509.72211310788
906204230,226096.5403581981
528168030,290328.6939154239
531369060,188222.41111939942
535451100,126358.46746157344
906380010,187705.31395315108
527450460,114940.80032721176
534277070,105629.61910980803
532353050,122055.92027271393
527105140,183164.39097364928
908102330,118204.69203970315
907135230,153971.71191722938
908250030,88399.51924364694
902103090,111525.81527073332
528458120,266861.59668718965
535425060,181283.4623125403
527404100,124253.48125837397
905475160,121941.93901459622
902100010,102532.48328994492
534202020,131383.80927400314
533251110,312799.1683924613
528435050,284139.18590402603
914476130,162576.20048555266
924100050,146524.82546121196
909428280,250813.1904156127
906230020,294084.830948427
923230180,128298.85375600857
907420090,186020.43203276
534250010,156323.1593320657
532353020,122584.53875653583
906380180,193507.59934501816
531363020,140996.26321866113
906230010,297478.96147689206
923225300,101093.60755593838
527252050,281276.8157428741
923225440,112137.31799796969
907280090,236152.75062336854
527183030,216308.42140843233
535402220,163703.34626573313
532376250,119159.09335442833
914474020,207002.96213773795
907275090,210056.8658355455
528138030,359974.8167642173
908154195,1968305.1956373185
527402240,169460.64521790453
903228150,134662.05050261156
531451020,194267.44951384736
909275250,144771.01228633933
903484080,95778.17094973702
534202170,150379.72959379683
906225180,205264.18830341264
916460110,219964.3936126586
528174010,187351.60441767552
528228360,210162.7858734197
903233140,121312.17485995869
535153150,154842.60636966638
533212020,168259.74709674227
909428170,202120.7525614102
534129060,207648.90827512593
527163080,159907.91306192143
908275290,130039.30064854793
903201020,126413.93740333896
528431110,264645.7174862579
903454060,82361.01860771349
903206120,174849.95594279177
527131110,254138.0364554797
906203120,271020.50439080317
908102140,125167.18382409294
527107210,193430.60202335354
923204140,165157.85820480704
527427200,176215.77515511715
528186170,215270.51576694133
906226070,129159.07209504096
527357110,138142.43194647267
534278170,138595.86832717032
534427090,127532.68467445228
905451390,158888.99056383045
534152120,171963.90307802832
535179120,117840.32049420128
528435060,238995.38881202138
534427140,139040.89111686565
903429110,149000.76712565072
535105110,156327.65536428906
528366070,268213.7679491085
534129040,192166.7426805373
535454070,135226.30007004653
903429080,146445.4032094795
906226090,165898.8364836956
534479130,145933.63431141086
527451290,111384.62966795967
527106150,186329.8743152052
916253320,214032.30902000342
916455010,204051.85156009058
907201220,133377.07662089277
908188150,168015.30552981567
527325090,212055.19308414872
906402070,231349.0838522921
909101010,120424.27278543128
528221100,166868.4625439673
528480170,251176.03643039078
906475110,195328.17522711653
903228080,129920.21461556766
528228575,267059.3417638924
907227080,138601.61680161362
905109170,233221.33927994117
528228545,183634.56917321292
534275010,129016.80221950512
903425340,116171.04546622305
902128160,103366.52696005734
533215040,260209.20357886073
911202100,91019.11867758121
528456230,196067.89152894268
535353160,100379.00066204174
902100030,92513.34507593293
528174070,199578.89467356965
528445070,249395.33942205235
902105060,102529.14236771522
909101140,143726.09009413724
532354160,121434.86215995086
528138060,210502.07871978357
527107090,157514.3394518866
904100090,181469.15829558618
528458130,309445.1595024002
535477130,150372.79470847137
533223010,182961.54773939474
528108140,421652.12166484067
907202130,144097.14548131288
527131030,267818.8499756883
527453010,155183.8889395726
907280170,209439.1776212332
528172030,272897.56621152704
905480210,111660.64458239167
902402010,148135.4160459894
528228555,179335.45443360243
902404010,144588.66307790412
907253110,224272.69117239138
906204150,267995.7025889232
910201050,111596.08123613895
528174030,201857.50887706457
532476050,342750.0886846386
907265030,237696.2330492688
902109160,120988.21072838143
903231240,106052.21544759507
902103150,113935.16876983515
528174040,199221.51001469922
916125425,341412.82061581674
531478010,124549.76508380653
916403250,248533.72747477161
923252080,115887.9567510956
534175140,153532.3076896923
902201120,103477.36314089157
534276190,105489.07386745127
906392090,248892.05212301432
916402015,189323.78589684184
905103110,121846.99606536138
907203090,121318.35122678014
903205085,117146.44757595216
528110080,309243.1200863629
903225140,116130.2382076288
903458110,105137.4846422061
535325350,129521.66618504091
528439010,232227.91177984426
535355100,125240.17032984359
905100060,123810.16652481646
903231080,98331.10177235721
902300110,113372.19695337847
527451460,123403.14639658359
535475010,156861.97153763907
528174050,201090.90708500452
527450250,113908.37143645772
905351089,182713.18388143647
535175050,143657.2931968116
923226270,89791.67624015098
908226120,96989.84313770449
531375130,153784.75169558174
905401020,222030.2062621114
527356050,158671.28890472566
534478140,146411.89539805916
531375120,168225.8174672087
908201100,87153.81468005473
535383060,63911.7741635921
534250370,291446.8821244646
528116010,324328.89776261244
921126030,278646.9416185373
531375100,179373.43413285865
535150210,127675.90255463008
535327160,125767.06467781574
528228440,195375.731099298
528120170,292279.77877560887
527325110,195793.6630043494
528108010,249409.51933095013
909251170,141581.45567521293
528250020,183014.0751710302
527105060,182181.9679948906
534426110,134142.91402882565
534201250,161846.4373056972
907200170,139624.43209058855
908102170,143175.2367932036
535126100,156238.2661770431
533251130,184347.0534631032
532354090,142916.51720555883
905427070,179034.31914675023
528250010,164282.36464656418
905101490,129166.12192124884
527107010,171699.8262560409
534204120,137061.27577011412
528480100,197513.35371630432
535376010,87427.95531398173
908102260,154238.808421729
534104100,204200.1987151677
909250220,154601.92007094176
923252075,148683.541593304
528480040,265675.1569672956
903206160,140642.96661519702
527106050,168232.07413723253
910226060,138548.4814091092
902207080,101295.1478142115
535376100,98960.57663825371
535450160,89459.28413999343
908186070,141190.47101502662
528385050,261764.46576436324
903200050,84490.48913665746
903232030,90036.56768346412
527163100,171983.65784389185
907255020,257370.92993545186
528488120,182042.2580072999
527328050,168885.8366280141
907192090,217368.85338045025
907135170,145386.18984956972
905201090,154099.51811961445
905107240,157969.5679542947
907126030,148793.33402264764
902128150,145705.3918499579
527132090,233941.76777168663
534402060,146845.36224544726
531477040,156081.42407111402
903430060,136108.9582356758
907254050,195975.59690073982
902110080,132530.5315333717
534451130,88137.56389960847
528363110,357172.48172707483
903430040,89711.87769859804
902306120,106387.39233009539
528290060,160278.45772860406
907202220,133019.56845530862
907192120,220567.00419576134
924100040,211793.014987426
527368010,242092.9342975789
1007100110,134347.02791304322
902405100,139875.36502383644
527216050,414402.9235542121
527378140,174985.24947628472
528228430,213695.65996304894
526353030,244947.8809674472
528429110,258122.5307995422
916455120,249241.7324530859
535353130,110918.2091928728
910205130,135179.08740941004
535477090,119522.10129272312
907251100,268337.1821458712
527146135,331614.9379138768
902328100,139984.31461664572
535180120,130573.63620135226
528315090,322631.38685094524
532353030,134579.45627140527
533130160,316881.52357231436
531382070,262986.4473532043
909455060,170750.15772264445
909452114,193665.93790083463
909276200,130107.84837014186
527451540,111722.15898462432
527455080,150563.29691345987
528228550,176284.55098253465
903236130,156936.0040269687
527453070,151397.7164170439
535454030,89930.31716904542
907131060,169002.22782615043
535425010,253034.52218632068
534176250,157847.34744978193
923203090,165769.67179000776
923400040,175232.25742082187
535452120,148980.64802591666
908128100,182682.61322274804
905402090,151684.00684787912
907290180,148809.633042402
527210060,347010.4628622565
534200030,119110.14180389623
535377150,85991.27326709087
902206020,71718.12636204527
532477040,254737.61346920446
535301160,142580.41302111934
908226130,94993.00593458113
909101180,115131.71142333385
914478020,152954.6264607536
914476010,172681.7211435812
534430050,120310.36091485848
907275140,278660.7990374632
527357020,180772.85681761484
910203290,108369.09912539108
528480180,236208.30367491624
916455150,313590.6981647087
911104060,77309.17849905348
906380140,183717.95539337528
535101020,153850.9056732851
535125070,192214.34461094192
909101100,119210.51363366375
908128060,173534.75317715007
535477150,110064.87221628342
905477010,101427.25904371665
907202050,140290.5830141629
535454100,115237.01739265332
535457040,145474.40098963384
528315030,330259.4024209338
533236040,192015.82178130018
907420080,189718.4700487797
535478010,129265.53503655494
906420130,234949.8774326872
534128100,165032.6414908394
528429050,246755.9915097543
528275080,194036.80143306134
903426180,120277.56573730572
534430080,132655.26561878977
534400030,142597.08620542887
534475100,122800.40045049619
527108090,221028.97546314658
910202050,79006.58216222
535378020,95127.12046717096
528235130,186552.62505537688
907290070,184090.5117287778
909129100,118219.81380401664
906223080,222386.03284768536
906425045,130605.69444423073
905452120,130185.53767552724
906226100,131511.7286668559
527162130,193363.42377367348
528222020,181846.3355733365
908229020,90981.14312802255
531363050,139304.54886213187
528482090,299794.7797969406
903231060,66489.17289573987
923227080,153978.12566039775
914476430,165649.77577275076
528178090,352579.5740700377
534178010,146118.47286380015
528431020,258623.72717938112
531384070,188603.12603399667
911370530,262998.66979471326
905401100,189699.62542730203
909175080,66496.50968463872
528386040,420994.4375228789
533215030,250427.7243918616
527302080,250289.77026417424
526301100,189277.7549060158
906477110,150546.59429771442
528142020,263072.78495920124
903430070,122625.60691726126
527256120,375294.8113839194
905451330,149658.48247149345
528354060,252781.15156164012
923229110,205057.01006639638
528222090,175857.2358698078
907290040,204515.51993892243
534451050,104476.1819667229
908152270,137256.06384547043
526302030,160151.56442897345
535382150,84226.06465284254
535180020,146755.48027932577
907401080,207003.0926762285
902302150,141333.39998091865
535325320,123552.40773458076
903233050,115160.19343654595
916403020,210388.6057504765
905107320,145563.85566970165
528186130,350979.23824327486
907181120,199915.31291502636
907275030,220201.73141797094
903456110,186721.2714620029
906380110,235392.23761517738
909425010,187578.88141638265
914453045,255422.15365503234
906394040,212323.16594663396
904100100,213380.5949254154
903233180,135460.75907902443
905200350,146371.329275109
902205090,107247.07029423858
528235170,200240.05958617933
535151100,125918.8080195911
528292040,174168.76039257084
906203140,243137.20793691516
910205020,99069.9317134184
533250130,244257.60122468314
903225160,111793.72199407301
907295040,229846.18977032986
528110100,390029.62054764904
532376110,116410.77151844987
528290140,187156.18261714437
535401140,148769.1458103916
905226050,122906.86396888377
