Store,Dept,Date,Weekly_Pred,Wk
1.0,1.0,2011-07-01,16542.66545519651,26
1.0,1.0,2011-07-08,17264.893980421817,27
1.0,1.0,2011-07-15,16731.09982907911,28
1.0,1.0,2011-07-22,15611.929965412937,29
1.0,1.0,2011-07-29,16286.1798898098,30
1.0,1.0,2011-08-05,16239.887516863871,31
1.0,1.0,2011-08-12,15990.278269600583,32
1.0,1.0,2011-08-19,15571.791984519916,33
1.0,1.0,2011-08-26,15400.838686821511,34
1.0,2.0,2011-07-01,48450.391951212594,26
1.0,2.0,2011-07-08,46163.70451244845,27
1.0,2.0,2011-07-15,47473.99783908872,28
1.0,2.0,2011-07-22,46141.85637453471,29
1.0,2.0,2011-07-29,47131.267132754605,30
1.0,2.0,2011-08-05,49433.794623602116,31
1.0,2.0,2011-08-12,49574.96395900769,32
1.0,2.0,2011-08-19,50008.92153569467,33
1.0,2.0,2011-08-26,49297.56090429884,34
1.0,3.0,2011-07-01,7575.74967492469,26
1.0,3.0,2011-07-08,9121.969273602457,27
1.0,3.0,2011-07-15,16065.08235357348,28
1.0,3.0,2011-07-22,18111.191751015267,29
1.0,3.0,2011-07-29,19768.741829069255,30
1.0,3.0,2011-08-05,24900.340080153645,31
1.0,3.0,2011-08-12,30097.661393949307,32
1.0,3.0,2011-08-19,43257.699500364964,33
1.0,3.0,2011-08-26,50171.654758027886,34
1.0,4.0,2011-07-01,39679.97001961695,26
1.0,4.0,2011-07-08,39251.84699025719,27
1.0,4.0,2011-07-15,37269.47503105642,28
1.0,4.0,2011-07-22,35670.73152928832,29
1.0,4.0,2011-07-29,36027.77417542076,30
1.0,4.0,2011-08-05,40228.79711127416,31
1.0,4.0,2011-08-12,38495.92897184441,32
1.0,4.0,2011-08-19,40362.18081841141,33
1.0,4.0,2011-08-26,36934.49876265418,34
1.0,5.0,2011-07-01,19397.606362690818,26
1.0,5.0,2011-07-08,17755.11925240218,27
1.0,5.0,2011-07-15,15776.581976460255,28
1.0,5.0,2011-07-22,15722.959736423587,29
1.0,5.0,2011-07-29,17493.898808313494,30
1.0,5.0,2011-08-05,16739.190677659837,31
1.0,5.0,2011-08-12,15965.23786952366,32
1.0,5.0,2011-08-19,15874.31602639445,33
1.0,5.0,2011-08-26,14041.631787350829,34
1.0,6.0,2011-07-01,3750.1099563207367,26
1.0,6.0,2011-07-08,3584.108635999158,27
1.0,6.0,2011-07-15,2898.589597012278,28
1.0,6.0,2011-07-22,3242.401814926777,29
1.0,6.0,2011-07-29,2733.1232601351926,30
1.0,6.0,2011-08-05,3945.4247466222273,31
1.0,6.0,2011-08-12,3314.2146999960655,32
1.0,6.0,2011-08-19,1372.3536689326988,33
1.0,6.0,2011-08-26,2264.213005608775,34
1.0,7.0,2011-07-01,24303.920766828684,26
1.0,7.0,2011-07-08,24457.142453433175,27
1.0,7.0,2011-07-15,21985.617774493454,28
1.0,7.0,2011-07-22,20223.12374012165,29
1.0,7.0,2011-07-29,19696.110246805576,30
1.0,7.0,2011-08-05,21758.376287703155,31
1.0,7.0,2011-08-12,20343.016812280213,32
1.0,7.0,2011-08-19,19788.615476031075,33
1.0,7.0,2011-08-26,18206.62677797918,34
1.0,8.0,2011-07-01,35287.978117512655,26
1.0,8.0,2011-07-08,33809.63556613517,27
1.0,8.0,2011-07-15,32906.163564665825,28
1.0,8.0,2011-07-22,33232.541273714625,29
1.0,8.0,2011-07-29,33542.085399543634,30
1.0,8.0,2011-08-05,34332.8123882286,31
1.0,8.0,2011-08-12,31967.601242777655,32
1.0,8.0,2011-08-19,31225.076583746817,33
1.0,8.0,2011-08-26,31420.258333009664,34
1.0,9.0,2011-07-01,23705.233167648497,26
1.0,9.0,2011-07-08,26387.2214972335,27
1.0,9.0,2011-07-15,19141.662392772014,28
1.0,9.0,2011-07-22,19512.6272682114,29
